,station_id,name,lat,lon
280,7309.0,Queen St. E / Rhodes Ave.,43.666224,-79.317693
281,7311.0,Sherbourne St / Isabella St,43.669576,-79.375961
282,7312.0,Amelia St. / Sumach St.,43.66852,-79.363525
283,7313.0,Coxwell Ave/  Lakeshore Blvd E,43.662771,-79.315223
284,7314.0,Queen St. E / Eastern Ave,43.667208,-79.312315
285,7315.0,Queen St E / Hammersmith Ave,43.671349,-79.29451
286,7316.0,Queen St. E / Spruce Hill Rd.,43.672571,-79.289
287,7317.0,Hubbard Blvd / Balsam Av,43.669328,-79.288949
288,7318.0,Hubbard Blvd. / Glen Manor Dr.,43.668633,-79.291162
289,7319.0,Lakeshore Blvd E / Knox Ave,43.660206,-79.3244
290,7320.0,Front St W / University Ave (1),43.6451635,-79.3831757
291,7321.0,Front St W / University Ave (2),43.6452972,-79.3827914
292,7322.0,King St W / Brant St,43.645062,-79.397345
293,7323.0,457 King St. W. at Spadina,43.6452091,-79.3960744
294,7324.0,King St W / Charlotte St,43.645572,-79.39399
295,7326.0,Davenport Rd / Lansdowne Ave.,43.671526,-79.44874
296,7327.0,Davenport Rd / Oakwood Rd - SMART,43.674453,-79.43439
297,7328.0,Roxborough St W / Yonge St,43.678077,-79.390328
298,7329.0,Crawford St / Queen St W,43.645665,-79.415345
299,7330.0,Lee Ave / Queen St E,43.669863,-79.297786
300,7331.0,Coxwell Ave / Plains Rd,43.69595,-79.328535
301,7332.0,200 Bloor St. E.,43.671561,-79.38117
302,7333.0,King St E / Victoria St,43.649465,-79.3766
303,7334.0,Simcoe St / Wellington St North,43.6462176,-79.3855048
304,7335.0,Bay St / Bloor St W (West Side),43.669244,-79.3894
305,7336.0,Queen St E / Alton Av,43.663912,-79.327987
306,7337.0,Gerrard Square Mall (1010 Gerrard St E),43.668553,-79.338673
307,7338.0,Logan Ave / Bain Ave,43.6720273,-79.3470557
308,7339.0,Carlaw Ave / Strathcona Ave,43.6753188,-79.3462789
309,7340.0,Blake St / Boultbee Ave,43.672453,-79.338259
310,7341.0,Eastern Ave / Winnifred Ave,43.6592088,-79.3348396
311,7342.0,Morse St / Eastern Ave,43.657991,-79.340075
